Name,unique_id,Year of Work,Auction House,Session,Meeting,Sale of,Description,Product URL,Image URL,Size,Category,Period,Estimate RMB,Sold For RMB,China,T,China*T,Estimate,Size_c,weights,subclass,Stratum
Qing dynasty famille rose enamelled butterfly and flower brush pot,512,Qing,Beijing Hanhai,Spring Auction 2003 - Antiques and Treasures,2003 Major Art Auction,01/09/2003,Repair,https://auction.artron.net/paimai-art21460051,https://image.artron.net/wd/auction//1/art/638/82682c8db4bcc144c640f00268966b0c.jpg,14,Pot,Qing,10000,8000,1,1,1,10000.0,2,1.0,4,P4
Ming Chongzhen Blue and white character brush pot,514,Ming Chongzhen,Beijing Hanhai,Spring Auction 2003 - Antiques and Treasures,2003 Major Art Auction,01/09/2003,,https://auction.artron.net/paimai-art21460059,https://image.artron.net/wd/auction//1/art/638/ac7ebdbdfa53e2659b4795ed9b5f4f47.jpg,21,Pot,Ming,300000,300000,1,1,1,300000.0,3,1.0,2,P2
Qing Kangxi Blue and white landscape figure brush pot,515,Qing Kangxi,Beijing Hanhai,Spring Auction 2003 - Antiques and Treasures,2003 Major Art Auction,01/09/2003,,https://auction.artron.net/paimai-art21460058,https://image.artron.net/wd/auction//1/art/638/f02d79f93edeba88b3bdb24a59f775aa.jpg,15,Pot,Qing,20000,15000,1,1,1,20000.0,2,1.0,4,P4
Qianlong Pastel baby play brush pot,516,Qing Qianlong,Beijing Hanhai,Spring Auction 2003 - Antiques and Treasures,2003 Major Art Auction,01/09/2003,,https://auction.artron.net/paimai-art21460053,https://image.artron.net/wd/auction//1/art/638/46545564419111a86fb0e57725acfadb.jpg,10,Pot,Qing,70000,72000,1,1,1,70000.0,1,1.0,1,P1
Qing Kangxi pink blue glaze glaze red four beast brush pot,523,Qing Kangxi,Beijing Hanhai,Spring Auction 2003 - Antiques and Treasures,2003 Major Art Auction,01/09/2003,,https://auction.artron.net/paimai-art21460061,https://image.artron.net/wd/auction//1/art/638/85f9046da5247f948c386369200d5cbb.jpg,14,Pot,Qing,60000,160000,1,1,1,60000.0,2,1.0,4,P4
Qianlong Yixing plus colorful flowers and birds square brush pot,609,Qing Qianlong,Beijing Hanhai,Spring Auction 2003 - Antiques and Treasures,2003 Major Art Auction,01/09/2003,,https://auction.artron.net/paimai-art21460250,https://image.artron.net/wd/auction//1/art/638/7f2d79eb0b8ecbe543a0cbcb41ba4de6.jpg,15,Pot,Qing,145000,320000,1,1,1,145000.0,2,1.0,4,P4
Qing Yixing plus colorful landscape brush pot,611,Qing,Beijing Hanhai,Spring Auction 2003 - Antiques and Treasures,2003 Major Art Auction,01/09/2003,,https://auction.artron.net/paimai-art21460249,https://image.artron.net/wd/auction//1/art/638/aba17d8c16c86caf9e70fffd3836236f.jpg,14,Pot,Qing,60000,160000,1,1,1,60000.0,2,1.0,4,P4
Qianlong Qingqianlong pastel Sanyou drawing brush pot,614,Qing Qianlong,Beijing Hanhai,Autumn Auction 2002 - Chinese Literature Room Clearings,Autumn Auction 2002,09/12/2002,,https://auction.artron.net/paimai-art18950004,https://image.artron.net/wd/auction//1/art/510/eddba03111db32feab93bfa2d47bb3db.jpg,14,Pot,Qing,60000,130000,1,1,1,60000.0,2,1.0,4,P4
Qianlong blue and white glaze red ammonite brush pot,615,Qing Qianlong,Beijing Hanhai,Autumn Auction 2002 - Chinese Literature Room Clearings,Autumn Auction 2002,09/12/2002,,https://auction.artron.net/paimai-art18950003,https://image.artron.net/wd/auction//1/art/510/dee179ea178cf4c3f0b9b5d63348c340.jpg,14,Pot,Qing,40000,46000,1,1,1,40000.0,2,1.0,4,P4
Qing Kangxi Blue and white night tour chibi brush pot,616,Qing Kangxi,Beijing Hanhai,Autumn Auction 2002 - Chinese Literature Room Clearings,Autumn Auction 2002,09/12/2002,,https://auction.artron.net/paimai-art18950014,https://image.artron.net/wd/auction//1/art/510/9477989dc53dfb1a8dc9457fd1f39252.jpg,16,Pot,Qing,100000,410000,1,1,1,100000.0,2,1.0,4,P4
Qing Kangxi Colorful Kuixing dot bucket brush pot,617,Qing Kangxi,Beijing Hanhai,Autumn Auction 2002 - Chinese Literature Room Clearings,Autumn Auction 2002,09/12/2002,,https://auction.artron.net/paimai-art18950007,https://image.artron.net/wd/auction//1/art/510/003f9087013d913e23832d552eaf94f2.jpg,12,Pot,Qing,20000,14000,1,1,1,20000.0,1,1.0,1,P1
Qing colorful character story brush pot,618,Qing,Beijing Hanhai,Autumn Auction 2002 - Chinese Literature Room Clearings,Autumn Auction 2002,09/12/2002,,https://auction.artron.net/paimai-art18950010,https://image.artron.net/wd/auction//1/art/510/77de178510499fd2b046a333c7cbe800.jpg,15,Pot,Qing,44000,52000,1,1,1,44000.0,2,1.0,4,P4
Qing Kangxi Blue and white character story brush pot,619,Qing Kangxi,Beijing Hanhai,Autumn Auction 2002 - Chinese Literature Room Clearings,Autumn Auction 2002,09/12/2002,,https://auction.artron.net/paimai-art18950013,https://image.artron.net/wd/auction//1/art/510/35e92c07a5880e45b1b208f71fbc3979.jpg,15,Pot,Qing,40000,120000,1,1,1,40000.0,2,1.0,4,P4
Qing Kangxi Red color pterosaur brush pot,620,Qing Kangxi,Beijing Hanhai,Autumn Auction 2002 - Chinese Literature Room Clearings,Autumn Auction 2002,09/12/2002,,https://auction.artron.net/paimai-art18950009,https://image.artron.net/wd/auction//1/art/510/fe7a9b41d28322e329278af5186f28cc.jpg,15,Pot,Qing,50000,280000,1,1,1,50000.0,2,1.0,4,P4
Ming Chongzhen Blue and white beast plantain brush pot,621,Ming Chongzhen,Beijing Hanhai,Autumn Auction 2002 - Chinese Literature Room Clearings,Autumn Auction 2002,09/12/2002,,https://auction.artron.net/paimai-art18950012,https://image.artron.net/wd/auction//1/art/510/33ae740f1dabee726d072f5d8215e471.jpg,22,Pot,Ming,42500,70000,1,1,1,42500.0,3,1.0,2,P2
Qianlong Qing ink poetry brush pot,622,Qing Qianlong,Beijing Hanhai,Autumn Auction 2002 - Chinese Literature Room Clearings,Autumn Auction 2002,09/12/2002,,https://auction.artron.net/paimai-art18950006,https://image.artron.net/wd/auction//1/art/510/d9697cfd0eb61d55e05c241c4c115ad8.jpg,8,Pot,Qing,50000,82000,1,1,1,50000.0,1,1.0,1,P1
Qing Jiaqing pastel character brush pot,623,Qing Jiaqing,Beijing Hanhai,Autumn Auction 2002 - Chinese Literature Room Clearings,Autumn Auction 2002,09/12/2002,,https://auction.artron.net/paimai-art18950005,https://image.artron.net/wd/auction//1/art/510/5af7fdcaf11dfb20016bcc4fa308df4c.jpg,12,Pot,Qing,52500,82000,1,1,1,52500.0,1,1.0,1,P1
Qianlong Pastel blooming floral poetry hexagonal brush pot,624,Qing Qianlong,Beijing Hanhai,Autumn Auction 2002 - Chinese Literature Room Clearings,Autumn Auction 2002,09/12/2002,,https://auction.artron.net/paimai-art18950008,https://image.artron.net/wd/auction//1/art/510/ffd99c12a8ed700b5e60303bf809e3f2.jpg,9,Pot,Qing,140000,220000,1,1,1,140000.0,1,1.0,1,P1
Qing Kangxi Blue and white holy lord won the brush pot,626,Qing Kangxi,Beijing Hanhai,Autumn Auction 2002 - Chinese Literature Room Clearings,Autumn Auction 2002,09/12/2002,,https://auction.artron.net/paimai-art18950017,https://image.artron.net/wd/auction//1/art/510/c02a6c83e1d0203d370ade2c70f6c25f.jpg,16,Pot,Qing,350000,500000,1,1,1,350000.0,2,1.0,4,P4
Qing Shunzhi Blue and white character story brush pot,629,Qing Shunzhi,Beijing Hanhai,Autumn Auction 2002 - Chinese Literature Room Clearings,Autumn Auction 2002,09/12/2002,Bottom injury,https://auction.artron.net/paimai-art18950016,https://image.artron.net/wd/auction//1/art/510/7d0cdebde41f69e2eb8fd24a1cab6197.jpg,24,Pot,Qing,90000,115000,1,1,1,90000.0,3,1.0,5,P5
Qing Kangxi blue and white dragon and phoenix brush pot,631,Qing Kangxi,Beijing Hanhai,Autumn Auction 2002 - Chinese Literature Room Clearings,Autumn Auction 2002,09/12/2002,,https://auction.artron.net/paimai-art18950018,https://image.artron.net/wd/auction//1/art/510/68fbfc784f4cda2d1366f72e58e181c3.jpg,14,Pot,Qing,30000,28000,1,1,1,30000.0,2,1.0,4,P4
Ming Chongzhen blue and white hunting drawing brush pot,633,Ming Chongzhen,Beijing Hanhai,Autumn Auction 2002 - Chinese Literature Room Clearings,Autumn Auction 2002,09/12/2002,,https://auction.artron.net/paimai-art18950015,https://image.artron.net/wd/auction//1/art/510/72e986d79f84deed9fc9b3e4707580ba.jpg,17,Pot,Ming,60000,130000,1,1,1,60000.0,2,1.0,3,P3
Qingqianlong pastel cloud dragon brush pot,636,Qing Qianlong,Beijing Hanhai,Autumn Auction 2002 - Chinese Literature Room Clearings,Autumn Auction 2002,09/12/2002,A carved rosewood and seawater cloud and dragon box,https://auction.artron.net/paimai-art18950024,https://image.artron.net/wd/auction//1/art/510/692454cad1c6655543004e9c2b16f41b.jpg,17,Pot,Qing,700000,550000,1,1,1,700000.0,2,1.0,4,P4
Qing Guangxu antique copper glazed knife coin brush pot,637,Qing Guangxu,Beijing Hanhai,Autumn Auction 2002 - Chinese Literature Room Clearings,Autumn Auction 2002,09/12/2002,,https://auction.artron.net/paimai-art18950022,https://image.artron.net/wd/auction//1/art/510/9e300cb17e9f6388e14e1ae6c1a49629.jpg,14,Pot,Qing,25000,22000,1,1,1,25000.0,2,1.0,4,P4
Qing yellow ground rouge water dragon pattern phoenix eye pot,739,Qing,Beijing Hanhai,Autumn Auction 2002 - Chinese Antiques and Treasures,Autumn Auction 2002,09/12/2002,,https://auction.artron.net/paimai-art18960313,https://image.artron.net/wd/auction//1/art/511/abe009dafa28c8fc5b9031651a00025c.jpg,14,Pot,Qing,40000,28000,1,1,1,40000.0,2,1.0,4,P4
Qing Jiaqing purple land pastel eight-treasure three-legged pot,741,Qing Jiaqing,Beijing Hanhai,Autumn Auction 2002 - Chinese Antiques and Treasures,Autumn Auction 2002,09/12/2002,Small injury inside,https://auction.artron.net/paimai-art18960312,https://image.artron.net/wd/auction//1/art/511/fb1e4b7feceb22269885368cc02214a2.jpg,28,Pot,Qing,150000,150000,1,1,1,150000.0,3,1.0,5,P5
Qing Kangxi blue and white lotus folded along the pot,742,Qing Kangxi,Beijing Hanhai,Autumn Auction 2002 - Chinese Antiques and Treasures,Autumn Auction 2002,09/12/2002,,https://auction.artron.net/paimai-art18960311,https://image.artron.net/wd/auction//1/art/511/a8b7cb961d77169ecfe3d965153a083a.jpg,36,Pot,Qing,32500,25000,1,1,1,32500.0,4,1.0,6,P6
Qing Kangxi Colorful character brush pot,744,Qing Kangxi,Beijing Hanhai,2002 Spring Auction - Chinese Literature Room,Spring Auction 2002,01/07/2002,,https://auction.artron.net/paimai-art17510002,https://image.artron.net/wd/auction//1/art/352/09e8a39fa1d16bc4dc18f0b8c3edb3c5.jpg,14,Pot,Qing,33000,39600,1,0,0,33000.0,2,1.0,4,P4
Qing Kangxi Colorful immortal riding brush pot,745,Qing Kangxi,Beijing Hanhai,2002 Spring Auction - Chinese Literature Room,Spring Auction 2002,01/07/2002,,https://auction.artron.net/paimai-art17510003,https://image.artron.net/wd/auction//1/art/352/112d874ed26171174ae4e25ff309c566.jpg,13,Pot,Qing,33000,30800,1,0,0,33000.0,1,1.0,1,P1
Qianlong Pastel light landscape brush pot,746,Qing Qianlong,Beijing Hanhai,2002 Spring Auction - Chinese Literature Room,Spring Auction 2002,01/07/2002,,https://auction.artron.net/paimai-art17510007,https://image.artron.net/wd/auction//1/art/352/7ab813782075cd7056668b8a8f5ed9c6.jpg,8,Pot,Qing,6500,8800,1,0,0,6500.0,1,1.0,1,P1
Qianlong Qingqing Pink green glaze under the three-color landscape poetry square brush pot,747,Qing Qianlong,Beijing Hanhai,2002 Spring Auction - Chinese Literature Room,Spring Auction 2002,01/07/2002,,https://auction.artron.net/paimai-art17510004,https://image.artron.net/wd/auction//1/art/352/5ae44ff39b154cbf6cd2d5e3cbe0e415.jpg,14,Pot,Qing,33000,66000,1,0,0,33000.0,2,1.0,4,P4
Qingqianlong sauce glaze tracing gold open glorious landscape double brush pot,748,Qing Qianlong,Beijing Hanhai,2002 Spring Auction - Chinese Literature Room,Spring Auction 2002,01/07/2002,,https://auction.artron.net/paimai-art17510008,https://image.artron.net/wd/auction//1/art/352/09bb806672d3f5d0457ca167e762dc07.jpg,8,Pot,Qing,6500,35200,1,0,0,6500.0,1,1.0,1,P1
Qianlong Qingqing bamboo brush pot,749,Qing Qianlong,Beijing Hanhai,2002 Spring Auction - Chinese Literature Room,Spring Auction 2002,01/07/2002,,https://auction.artron.net/paimai-art17510006,https://image.artron.net/wd/auction//1/art/352/ec1fc1f241a13c2b608e0823a6db269d.jpg,8,Pot,Qing,10000,28600,1,0,0,10000.0,1,1.0,1,P1
Qing Shunzhi Blue and white landscape figure brush pot,750,Qing Shunzhi,Beijing Hanhai,2002 Spring Auction - Chinese Literature Room,Spring Auction 2002,01/07/2002,,https://auction.artron.net/paimai-art17510011,https://image.artron.net/wd/auction//1/art/352/98c9c1bbff5a8da7651df28ac158878a.jpg,20,Pot,Qing,80000,297000,1,0,0,80000.0,3,1.0,5,P5
Qing Kangxi blue and white writing brush pot,751,Qing Kangxi,Beijing Hanhai,2002 Spring Auction - Chinese Literature Room,Spring Auction 2002,01/07/2002,Bottom Avalanche,https://auction.artron.net/paimai-art17510010,https://image.artron.net/wd/auction//1/art/352/eae82c708f0643f75b2bdb367aba1074.jpg,15,Pot,Qing,60000,57200,1,0,0,60000.0,2,1.0,4,P4
Kiyo Yongzheng pastel character brush pot,760,Qing Yongzheng,Beijing Hanhai,2002 Spring Auction - Chinese Literature Room,Spring Auction 2002,01/07/2002,,https://auction.artron.net/paimai-art17510009,https://image.artron.net/wd/auction//1/art/352/a27587bdfd81695cfb2b5a9cc2cc1662.jpg,14,Pot,Qing,65000,209000,1,0,0,65000.0,2,1.0,4,P4
Qing Kangxi blue and white character brush pot,761,Qing Kangxi,Beijing Hanhai,2002 Spring Auction - Chinese Literature Room,Spring Auction 2002,01/07/2002,,https://auction.artron.net/paimai-art17510012,https://image.artron.net/wd/auction//1/art/352/e9b8121ce9c2784de159deacbea16dc8.jpg,20,Pot,Qing,175000,319000,1,0,0,175000.0,3,1.0,5,P5
Qing Guangxu white glaze imitation Song elephant pot,914,Qing Guangxu,Beijing Hanhai,Spring Auction 2002 - Chinese Antiques and Treasures,Spring Auction 2002,01/07/2002,,https://auction.artron.net/paimai-art17520219,https://image.artron.net/wd/auction//1/art/349/cfcd2e4e600d58cea05a8c5a0ac206e7.jpg,12,Pot,Qing,30000,24200,1,0,0,30000.0,1,1.0,1,P1
Qing Guangxu Yellow land pastel flower mouth flower pot,1021,Qing Guangxu,Beijing Hanhai,Autumn Auction 2001 - Chinese Antiques and Treasures,Autumn Auction 2001,10/12/2001,,https://auction.artron.net/paimai-art16290172,https://image.artron.net/wd/auction//1/art/233/2754424a05f0032db08f168df2fff9cd.jpg,16,Pot,Qing,50000,44000,1,0,0,50000.0,2,1.0,4,P4
Qing coral land gold tracing flower birthday flower pot (2 pieces),1022,Qing,Beijing Hanhai,Autumn Auction 2001 - Chinese Antiques and Treasures,Autumn Auction 2001,10/12/2001,"With a trousseau, one repair",https://auction.artron.net/paimai-art16290170,https://image.artron.net/wd/auction//1/art/233/c364c371eca991a13457809b53cdf243.jpg,12,Pot,Qing,40000,39600,1,0,0,40000.0,1,1.0,1,P1
Qianlong Qingqing holly glaze dark engraved light hui hexagonal flower pot (2 pieces),1026,Qing Qianlong,Beijing Hanhai,Autumn Auction 2001 - Chinese Antiques and Treasures,Autumn Auction 2001,10/12/2001,,https://auction.artron.net/paimai-art16290171,https://image.artron.net/wd/auction//1/art/233/c1b600b724a89c7c7295136f006c8d6b.jpg,11,Pot,Qing,60000,57200,1,0,0,60000.0,1,1.0,1,P1
Qing Guangxu Blue and white tangle flowers octagonal flower pot (2 pieces),1037,Qing Guangxu,Beijing Hanhai,Autumn Auction 2001 - Chinese Antiques and Treasures,Autumn Auction 2001,10/12/2001,,https://auction.artron.net/paimai-art16290176,https://image.artron.net/wd/auction//1/art/233/da53ea7d401ac296425055491c8d7904.jpg,30,Pot,Qing,240000,220000,1,0,0,240000.0,4,1.0,6,P6
Qing Yongzheng pastel character brush pot,1064,Qing Yongzheng,Beijing Hanhai,Autumn Auction 2001 - Chinese Antiques and Treasures,Autumn Auction 2001,10/12/2001,,https://auction.artron.net/paimai-art16290267,https://image.artron.net/wd/auction//1/art/233/45267c8ade4c76a91bb8f13fde7ed1f9.jpg,13,Pot,Qing,25000,30800,1,0,0,25000.0,1,1.0,1,P1
Qing Kangxi blue and white writing brush pot,1065,Qing Kangxi,Beijing Hanhai,Autumn Auction 2001 - Chinese Antiques and Treasures,Autumn Auction 2001,10/12/2001,,https://auction.artron.net/paimai-art16290268,https://image.artron.net/wd/auction//1/art/233/68469e54cd605e9f299ed682a1d220be.jpg,15,Pot,Qing,40000,93500,1,0,0,40000.0,2,1.0,4,P4
Qing Kangxi pastel two qiao reading brush pot,1067,Qing Kangxi,Beijing Hanhai,Autumn Auction 2001 - Chinese Antiques and Treasures,Autumn Auction 2001,10/12/2001,,https://auction.artron.net/paimai-art16290266,https://image.artron.net/wd/auction//1/art/233/a4f98aaa3741af2f4a2255cc2eeb0cc9.jpg,14,Pot,Qing,20000,15400,1,0,0,20000.0,2,1.0,4,P4
Early Qing Dynasty Blue and Flower Landscape Figure brush pot,1071,Early Qing Dynasty,Beijing Hanhai,Autumn Auction 2001 - Chinese Antiques and Treasures,Autumn Auction 2001,10/12/2001,,https://auction.artron.net/paimai-art16290269,https://image.artron.net/wd/auction//1/art/233/31d0383dbe05b472d8ebda8a3b04bde0.jpg,24,Pot,Qing,40000,57200,1,0,0,40000.0,3,1.0,5,P5
Qing Kangxi Blue and white autumn sound endowment brush pot,1073,Qing Kangxi,Beijing Hanhai,Autumn Auction 2001 - Chinese Antiques and Treasures,Autumn Auction 2001,10/12/2001,,https://auction.artron.net/paimai-art16290272,https://image.artron.net/wd/auction//1/art/233/9977c352d7a28be3e2fd27d4a3350c64.jpg,15,Pot,Qing,100000,308000,1,0,0,100000.0,2,1.0,4,P4
Qing Kangxi holly underglaze three-color eight-jun brush pot,1074,Qing Kangxi,Beijing Hanhai,Autumn Auction 2001 - Chinese Antiques and Treasures,Autumn Auction 2001,10/12/2001,,https://auction.artron.net/paimai-art16290271,https://image.artron.net/wd/auction//1/art/233/7c396094f867fdaa0f262185dddebef5.jpg,16,Pot,Qing,50000,39600,1,0,0,50000.0,2,1.0,4,P4
Qing Kangxi Under the glaze Sancai landscape figure brush pot,1075,Qing Kangxi,Beijing Hanhai,Autumn Auction 2001 - Chinese Antiques and Treasures,Autumn Auction 2001,10/12/2001,,https://auction.artron.net/paimai-art16290270,https://image.artron.net/wd/auction//1/art/233/20cd9a32b4b2d9979f292b46d1e4e99e.jpg,15,Pot,Qing,40000,61600,1,0,0,40000.0,2,1.0,4,P4
Qing Kangxi blue and white phoenix pattern three-legged pot,1076,Qing Kangxi,China Guardian,Spring Auction 2003 - Porcelain Crafts,China Guardian Spring Auction 2003,13/07/2003,"The box is of cylindrical form with a dome-shaped lid and three drawers, and has a three-deer foot, the shape of the vessel being elegant and chic. The skin is dense and firm, and the glaze is rich. The top of the box is painted in blue and white with a phoenix motif, typical of the Kangxi period and commonly found on red-glazed phoenix bowls. Each drawer is decorated with a geometric border, the design simple and fresh and elegant. The base is inscribed in regular script with 'Made in the Kangxi period of the Qing dynasty' in six characters and two lines, the writing neat and elegant. The shape of the box begins with the Zhengde period, when it was a precious and fine example. The animal's head is used as the foot of the vessel, as seen in the shape of the incense burner in the Chongzhen period. It is a rare example of Kangxi official kiln porcelain that has been fully informed by the experience of the previous dynasty and is characterized by innovation, not only in its novel form and elegant decoration, but also in its exquisite craftsmanship, making it a perfect heirloom.",https://auction.artron.net/paimai-art09790015,https://image.artron.net/wd/auction//5/art/621/c8b313fceaf42e4a50a21d6eebda9f37.jpg,20,Pot,Qing,1000000,880000,1,1,1,1000000.0,3,1.0,5,P5
Qing Kangxi Colorful Qinqi calligraphy and painting character drawing brush pot,1077,Qing Kangxi,China Guardian,Spring Auction 2003 - Porcelain Crafts,China Guardian Spring Auction 2003,13/07/2003,"The outer wall of the brush pot is painted with a picture of a senior scholar playing a game, or playing the qin and enjoying the music, or enjoying the ink and writing, or discussing the sacred texts. The figures are vivid and the colours are rich and colourful.",https://auction.artron.net/paimai-art09790002,https://image.artron.net/wd/auction//5/art/621/aad029c974318d1f24deed61c8f4f364.jpg,19,Pot,Qing,215000,209000,1,1,1,215000.0,3,1.0,5,P5
Qing Kangxi colorful Dongpo appreciation inkstone brush pot,1083,Qing Kangxi,China Guardian,Spring Auction 2003 - Porcelain Crafts,China Guardian Spring Auction 2003,13/07/2003,"The brush cylinder is of neat and tidy form, with a dense glaze. The outer wall is painted with two groups of figures, one with Su Dongpo enjoying an inkstone and the other with a scholar folding a laurel at a high school. The composition is tight, the colours rich, the painting superb, and the figures vivid, typical of a Kangxi brush pot with colourful figures. The foot has minor injuries.",https://auction.artron.net/paimai-art09790001,https://image.artron.net/wd/auction//5/art/621/e88793df918f3e28b5a70b144d8aad3e.jpg,17,Pot,Qing,175000,165000,1,1,1,175000.0,2,1.0,4,P4
Qing Kangxi white glazed brush pot,1087,Qing Kangxi,China Guardian,Spring Auction 2003 - Porcelain Crafts,China Guardian Spring Auction 2003,13/07/2003,"The brush cylinder is of slender form, with a fine, dense, white glaze with a slight greenish tinge. The outer wall is carved with a landscape scene, the knife skillful and delicate. The foot with a six-character blue and white floral mark. The foot has a small chip.",https://auction.artron.net/paimai-art09790029,https://image.artron.net/wd/auction//5/art/621/56eefd7e035b22d16ee51b820a82b858.jpg,13,Pot,Qing,70000,66000,1,1,1,70000.0,1,1.0,1,P1
Qing Kangxi Blue and white character poetry brush pot,1088,Qing Kangxi,China Guardian,Spring Auction 2003 - Porcelain Crafts,China Guardian Spring Auction 2003,13/07/2003,"The brush pot is of regular form, with a dense, white glaze. The interior is plain and white, the exterior painted in blue and white with three groups of designs: a landscape figure, a scholar playing the qin, chess, calligraphy and painting, and a bird and flower painting, with two groups of poems between them, the overall painting delicate and the blue and white colours elegant, the navel-shaped foot with the blue and white mark 'Article of the Mountain Dou'.",https://auction.artron.net/paimai-art09790017,https://image.artron.net/wd/auction//5/art/621/87262d697fa93e5d0a21c9a579cbf76d.jpg,20,Pot,Qing,100000,319000,1,1,1,100000.0,3,1.0,5,P5
Qing Kangxi blue and white figure drawing brush pot,1089,Qing Kangxi,China Guardian,Spring Auction 2003 - Porcelain Crafts,China Guardian Spring Auction 2003,13/07/2003,"The brush pot is of dense, heavy glaze. The outer wall is painted with two groups, one with a scholar sitting at a window reading by candlelight at night, with a concentrated expression, and the other with Zhong Kui marrying his sister, a young boy in the clouds carrying a woman on his back, the painting vividly evocative and the blue and green hair.",https://auction.artron.net/paimai-art09790018,https://image.artron.net/wd/auction//5/art/621/274b293212fcdcae9caeaaf73f840e7e.jpg,18,Pot,Qing,70000,66000,1,1,1,70000.0,2,1.0,4,P4
Qing Yongzheng blue and white chrysanthemum pattern brush pot,1093,Qing Yongzheng,China Guardian,Spring Auction 2003 - Porcelain Crafts,China Guardian Spring Auction 2003,13/07/2003,"The brush pot is of dignified form, with fine flesh and lustrous glaze. The outer wall is moulded with a chrysanthemum design, then painted with branches and leaves in blue and white, a clever combination of underglaze blue and moulded techniques. The chrysanthemum extends from the outside to the inside of the brush cylinder, a rare painting method for a brush cylinder.",https://auction.artron.net/paimai-art09790046,https://image.artron.net/wd/auction//5/art/621/973417687a3f70564165df3a6e67eb5f.jpg,15,Pot,Qing,400000,495000,1,1,1,400000.0,2,1.0,4,P4
Qianlong Pastel three-star figure drawing brush pot,1101,Qing Qianlong,China Guardian,Spring Auction 2003 - Porcelain Crafts,China Guardian Spring Auction 2003,13/07/2003,"The brush pot is large in size and painted in pastel with the three stars of fortune, prosperity and longevity, each served by a child in a naturalistic manner, the figures surrounded by a balustrade and rocks, the layout of which is sparse and dense, using a variety of colours such as pale green, lotus root, pink and blue in a light and rich palette.",https://auction.artron.net/paimai-art09790075,https://image.artron.net/wd/auction//5/art/621/b7392a1d5b5f7283ef67b2fe4044c4bb.jpg,18,Pot,Qing,100000,88000,1,1,1,100000.0,2,1.0,4,P4
Qianlong holly glazed dark cloud bat brush pot,1103,Qing Qianlong,China Guardian,Spring Auction 2003 - Porcelain Crafts,China Guardian Spring Auction 2003,13/07/2003,"A cylindrical brushpot, bearing three lower legs, the entire body glazed in wintergreen, the glaze uniform and lustrous, the mouth concealed and carved with a ruyi cloud motif, the circumference with a cloudy bat motif, and the shin with a one-week lotus petal motif, the carving smooth and vivid.",https://auction.artron.net/paimai-art09790078,https://image.artron.net/wd/auction//5/art/621/9c360f33ea16523e9cbc7878e678664c.jpg,10,Pot,Qing,90000,165000,1,1,1,90000.0,1,1.0,1,P1
Qianlong Green field pastel eight treasure pattern furnace pot,1108,Qing Qianlong,China Guardian,Spring Auction 2003 - Porcelain Crafts,China Guardian Spring Auction 2003,13/07/2003,"This is one of the 'five offerings', a set of offerings and ritual vessels for use in front of a Buddhist shrine, consisting mostly of a pair of goblets, a pair of candlesticks, and an incense burner. The green glaze is used as the ground colour, and the incense burner is painted with a richly coloured, pastel-painted flower and eight-pot motif. The ears are trimmed.",https://auction.artron.net/paimai-art09790066,https://image.artron.net/wd/auction//5/art/621/0d1dc0693c2478ff36dea185e286e621.jpg,27,Pot,Qing,100000,88000,1,1,1,100000.0,3,1.0,5,P5
Qianlong Qinglong pastel flower sealing drawing brush pot,1109,Qing Qianlong,China Guardian,Spring Auction 2003 - Porcelain Crafts,China Guardian Spring Auction 2003,13/07/2003,"The square shape of the brush pot is supported by four small feet, making it small and delicate. The two sides are painted with peonies and chrysanthemums, and the two sides are painted with figures in the form of 'auspicious and peaceful' and 'feudal lord hanging his seal'. The painting is vivid and the colours are light and elegant.",https://auction.artron.net/paimai-art09790071,https://image.artron.net/wd/auction//5/art/621/287f62a5aa000ec82e3307466f99d7fd.jpg,10,Pot,Qing,70000,66000,1,1,1,70000.0,1,1.0,1,P1
Qianlong Qinglong white glaze print bronze pattern pot,1129,Qing Qianlong,China Guardian,Spring Auction 2003 - Porcelain Crafts,China Guardian Spring Auction 2003,13/07/2003,"The shape of the vessel imitates that of a bronze vessel, with the lid closely interlocking with the body, the lid and the body having two separate ears to match, in a neat and dignified manner. The white glaze is moist and the entire body is carved with a full range of motifs, all of which imitate bronze, and the decoration is exquisitely carved, unique in form and craft, typical of the Qianlong period. See: 'Embracing the ancient and the modern - the art of cultural life of the Qianlong emperor', fig. 11-8. p. 38 in Appreciating Chinese Ceramics through the Ages 5 (Qing Official and Civil Kilns).",https://auction.artron.net/paimai-art09790119,https://image.artron.net/wd/auction//5/art/621/74abaa077487507630cc5ebf4d810222.jpg,26,Pot,Qing,175000,165000,1,1,1,175000.0,3,1.0,5,P5
Ming Chongzhen blue and white figure drawing brush pot,1132,Ming Chongzhen,China Guardian,Spring Auction 2003 - Porcelain Crafts,China Guardian Spring Auction 2003,13/07/2003,"The brush holder is of large size and of fine, heavy, and thick material. The mouth and near the foot are each concealed and carved with a week of scrolling grass and geometric designs. The exterior is painted in blue and white with a figure of a high priest in a carriage with a smiling face, his attendant holding a tent on one side and facing him, surrounded by mountains, rocks, rivers and clouds. The blue and white colour is verdant, the layers clear, the brushwork skilful and the layout appropriate. There is a small wound to the mouth.",https://auction.artron.net/paimai-art09790131,https://image.artron.net/wd/auction//5/art/621/fd5111a2dedc60acc3be2ca2f1cd07e5.jpg,22,Pot,Ming,100000,90200,1,1,1,100000.0,3,1.0,2,P2
